canonical_id,name,missing_fields,production_enabled,classification,effect_class,writes_memory,produces_artifacts,triggers,declared_layers,declared_subsystems,declared_dependencies,primary_owner,implementation_source,candidate_purpose,purpose_evidence,candidate_risk_class,risk_rule,candidate_category,status
KA-089,Model Pruning,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,provider_gateway,backend/knowledge_algorithms/ka_89_model_pruning.py,KA-089: bounded model-pruning proposals without artifact mutation.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-090,Model Quantization,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,provider_gateway,backend/knowledge_algorithms/ka_90_model_quantization.py,KA-090: bounded model-quantization proposals without artifact creation.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-091,Visualization,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_91_visualization.py,KA-091: deterministic visualization specification builder.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-092,Dashboarding,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_92_dashboarding.py,KA-092: deterministic dashboard blueprint composition.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-093,Notification,purpose|category|risk_class,True,deterministic_heuristic,effect_oriented_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_93_notification.py,KA-093: bounded notification-routing proposal.,module_docstring,OWNER_DECISION,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-094,Reporting,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_94_reporting.py,KA-094: deterministic operational report plan.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-095,Alerting,purpose|category|risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_95_alerting.py,KA-095: deterministic alert decision and effect proposal.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-096,Logging,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_96_logging.py,,name_echo_unusable,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-097,Auditing,purpose|category|risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_97_auditing.py,KA-097: canonical audit-record construction and persistence proposal.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-098,Profiling,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_98_profiling.py,KA-098: aggregate supplied profiler measurements without fabricating data.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-099,Debugging,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_99_debugging.py,KA-099: bounded redacted diagnostic snapshot normalization.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-100,Optimization,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_100_optimization.py,KA-100: deterministic runtime optimization recommendation.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-101,Environment Management,purpose|category|risk_class,True,deterministic_heuristic,effect_oriented_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_101_environment_management.py,KA-101: bounded environment-configuration proposal.,module_docstring,OWNER_DECISION,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-102,Dependency Injection,purpose|category|risk_class,True,deterministic_heuristic,effect_oriented_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_102_dependency_injection.py,KA-102: explicit dependency-binding proposal.,module_docstring,OWNER_DECISION,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-103,Service Mesh,purpose|category|risk_class,True,deterministic_heuristic,effect_oriented_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_103_service_mesh.py,KA-103: bounded service-communication policy proposal.,module_docstring,OWNER_DECISION,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-104,Load Balancing,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_104_load_balancing.py,KA-104: deterministic load-routing recommendation.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-105,Scalability Manager,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_105_scalability_manager.py,KA-105: bounded scaling recommendation.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-106,Fault Tolerance,purpose|category|risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_106_fault_tolerance.py,,name_echo_unusable,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-107,Disaster Recovery,purpose|category|risk_class,True,deterministic_heuristic,effect_oriented_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_107_disaster_recovery.py,KA-107: bounded disaster-recovery admission proposal.,module_docstring,OWNER_DECISION,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-108,Backup Strategy,purpose|category|risk_class,True,deterministic_heuristic,effect_oriented_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_108_backup_strategy.py,KA-108: coordinated-backup plan and effect proposal.,module_docstring,OWNER_DECISION,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-109,System Health,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_109_system_health.py,KA-109: supplied-evidence system-health aggregation.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-110,Integration Bus,purpose|category|risk_class,True,deterministic_heuristic,effect_oriented_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_110_integration_bus.py,KA-110: governed integration-event routing proposal.,module_docstring,OWNER_DECISION,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-111,API Gateway,purpose|category|risk_class,True,deterministic_heuristic,effect_oriented_review_required,False,False,,,,,provider_gateway,backend/knowledge_algorithms/ka_111_api_gateway.py,KA-111: authenticated gateway-routing admission.,module_docstring,OWNER_DECISION,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-112,Message Broker,purpose|category|risk_class,True,deterministic_heuristic,effect_oriented_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_112_message_broker.py,KA-112: durable background-job enqueue proposal.,module_docstring,OWNER_DECISION,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-114,Federated Outbox,purpose|category|risk_class,True,deterministic_heuristic,effect_oriented_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_114_federated_outbox.py,KA-114: validated federated-outbox proposal.,module_docstring,OWNER_DECISION,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-115,Federated Inbox,purpose|category|risk_class,True,deterministic_heuristic,effect_oriented_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_115_federated_inbox.py,KA-115: bounded federated-inbox admission proposal.,module_docstring,OWNER_DECISION,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-116,Entropy Detection,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,truthcore_l10,backend/knowledge_algorithms/ka_116_entropy_detection.py,KA-116: deterministic token-distribution entropy measurement.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-136,Threat Model Agent,risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_136_threat_model_agent.py,KA-136: deterministic design-time threat model analysis.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-137,Sensitive Data Discovery,risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_137_sensitive_data_discovery.py,KA-137: bounded sensitive-data discovery without value disclosure.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-138,Predictive Health,risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_138_predictive_health.py,KA-138: deterministic bounded health-trend projection.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-139,Purple Team,risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_139_purple_team.py,KA-139: deterministic purple-team control coverage analysis.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-161,Translation,risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,truthcore_l1_l5,backend/knowledge_algorithms/ka_161_translation.py,KA-161: evidence-backed translation assembly.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-162,Paraphrasing,risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,truthcore_l1_l5,backend/knowledge_algorithms/ka_162_paraphrasing.py,KA-162: evidence-constrained paraphrase selection.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-163,Style Transfer,risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,truthcore_l1_l5,backend/knowledge_algorithms/ka_163_style_transfer.py,KA-163: deterministic bounded style normalization.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-165,Topic Modeling,risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,truthcore_l1_l5,backend/knowledge_algorithms/ka_165_topic_modeling.py,KA-165: deterministic corpus topic-term modeling.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-167,Keyword Extraction,risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,truthcore_l1_l5,backend/knowledge_algorithms/ka_167_keyword_extraction.py,KA-167: deterministic corpus keyword extraction.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-168,Explainability,risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,truthcore_l1_l5,backend/knowledge_algorithms/ka_168_explainability.py,KA-168: evidence-linked decision explanation derivation.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-169,Fairness Audit,risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,truthgate,backend/knowledge_algorithms/ka_169_fairness_audit.py,KA-169: deterministic group fairness audit.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-172,Safety Check,risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,,,,truthgate,backend/knowledge_algorithms/ka_172_safety_check.py,KA-172: deterministic task safety check.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-173,Privacy Filter,risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,truthgate,backend/knowledge_algorithms/ka_173_privacy_filter.py,KA-173: deterministic exact-value privacy filtering.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-174,Compliance Check,risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,,,,truthgate,backend/knowledge_algorithms/ka_174_compliance_check.py,KA-174: deterministic current-state compliance check.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-175,Security Audit,risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_175_security_audit.py,KA-175: deterministic security-control audit.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-176,Governance Validation,risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,,,,truthgate,backend/knowledge_algorithms/ka_176_governance_validation.py,KA-176: deterministic governance-record validation.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-177,Policy Enforcement,risk_class,True,production_validator,effect_oriented_review_required,False,False,,,,,truthgate,backend/knowledge_algorithms/ka_177_policy_enforcement.py,KA-177: deterministic typed policy-rule enforcement.,module_docstring,OWNER_DECISION,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-178,Identity Resolution,risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,truthcore_l1_l5,backend/knowledge_algorithms/ka_178_identity_resolution.py,KA-178: deterministic exact-identifier identity resolution.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-179,Access Control,risk_class,True,deterministic_heuristic,effect_oriented_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_179_access_control.py,KA-179: deterministic attribute-and-role access control.,module_docstring,OWNER_DECISION,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-180,Encryption Manager,risk_class,True,deterministic_heuristic,effect_oriented_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_180_encryption_manager.py,KA-180: deterministic encryption-operation admission.,module_docstring,OWNER_DECISION,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-181,Key Management,risk_class,True,deterministic_heuristic,effect_oriented_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_181_key_management.py,KA-181: deterministic cryptographic-key lifecycle governance.,module_docstring,OWNER_DECISION,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-182,Threat Detection,risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_182_threat_detection.py,KA-182: deterministic runtime security-signal detection.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-183,Vulnerability Scanning,risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_183_vulnerability_scanning.py,KA-183: deterministic vulnerability-scan result qualification.,module_docstring,Low,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-184,Incident Response,risk_class,True,deterministic_heuristic,effect_oriented_review_required,False,False,,,,,security_operations_lifecycle,backend/knowledge_algorithms/ka_184_incident_response.py,KA-184: deterministic incident-response plan construction.,module_docstring,OWNER_DECISION,R1_effect_class,,PROPOSED_REQUIRES_OWNER_APPROVAL
KA-Master,KA Master Controller,category|risk_class,False,experimental_method,pure_or_advisory_review_required,False,False,,orchestration,,,governed_request_dmrf,backend/knowledge_algorithms/ka_master_controller.py,KA-Master: Master Controller,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
L10-KA-001,Entropy Scorer,category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,L10,,,truthcore_l10,backend/knowledge_algorithms/l10/l10_ka_001_entropy_scorer.py,L10-KA-001: entropy-based emergence scorer.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
